Date;Bookmaker;Tipster;Sport;Type;Intitule du pari;Cote;Mise;Gain;Benefice;Etat
5/27/2018;188Bet;Autre Tipster;Football;Simple;Kanazawa;2.82;300;-300;-300;Perdu
5/27/2018;Asianodds;Autre Tipster;Football;Simple;Fukuoka;2.21;300;663;363;Gagne
5/27/2018;Asianodds;Autre Tipster;Football;Simple;Okayama;2.69;300;807;507;Gagne
5/27/2018;Asianodds;Autre Tipster;Football;Simple;NY red bulls -1;1.9;225;-225;-225;Perdu
5/27/2018;Asianodds;Autre Tipster;Football;Simple;Portland;2.74;300;822;522;Gagne
5/27/2018;Asianodds;Autre Tipster;Football;Simple;Penarol Montevideo -1;1.82;250;0;0;Rembourse
5/27/2018;MarathonBet;Autre Tipster;Basketball;Simple;Cleveland -3 + Golden State -6.5;1.917;375;718.88;343.88;Gagne
5/27/2018;Pinnacle;Autre Tipster;Football;Simple;Over 2.5 : Atletico Mineiro - Flamengo;2.12;210;-210;-210;Perdu
5/27/2018;188Bet;Autre Tipster;Football;Simple;Bragantino -0.25;2.04;210;-210;-210;Perdu
5/27/2018;188Bet;Autre Tipster;Football;Simple;Over 3 : Monte Azul U20;1.97;120;236.4;116.4;Gagne
5/27/2018;188Bet;Autre Tipster;Football;Simple;Santos U20 -0.75;1.85;300;427.5;127.5;Moitie gagne
5/27/2018;Pinnacle;Autre Tipster;Football;Simple;Fluminense -0.75. la cote monte LOL;2.24;140;313.6;173.6;Gagne
5/27/2018;Pinnacle;Autre Tipster;Football;Simple;Fluminense -0.75;2.06;280;576.8;296.8;Gagne
5/27/2018;Asianodds;Autre Tipster;Football;Simple;Ostersunds -1.25;2;300;600;300;Gagne
5/27/2018;Asianodds;Autre Tipster;Football;Simple;Petrolul -0.75 HT (0-1);1.9;370;-370;-370;Perdu
